fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value
1,0.05,random,,,condition_recombine_pseudolabel__mult_0.25__sim_0.8__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.8,ridge,1,158,34,1.2151898734177216,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,r2,0.678059074195633
1,0.05,random,,,condition_recombine_pseudolabel__mult_0.25__sim_0.8__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.8,ridge,1,158,34,1.2151898734177216,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,spearman,0.8286277769457437
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,rmse,13.631565158560823
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,mae,10.275683301595192
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,r2,0.7674569619653226
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8914451079698719
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,rmse,14.108226507839099
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,mae,10.402978810434691
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,r2,0.7487845872227237
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,spearman,0.8627513227611603
