fold_index,train_fraction,split_method,group_column,heldout_group_value,feature_kind,n_features,model,selection_metric,selection_value,lower_is_better,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight
0,0.01,random,,,reaction_role_concat,6144,random_forest,rmse,21.21833272508743,True,condition_recombine_pseudolabel__mult_1__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.8,ridge,0,31,17,1.5483870967741935,False,1.0,1.0,1.0
1,0.05,random,,,reaction_role_concat,6144,random_forest,rmse,15.533308777626095,True,condition_recombine_pseudolabel__mult_0.25__sim_0.8__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.8,ridge,1,158,34,1.2151898734177216,False,1.0,1.0,1.0
2,0.1,random,,,reaction_role_concat,6144,random_forest,rmse,13.631565158560823,True,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.8,ridge,0,316,153,1.4841772151898733,False,1.0,1.0,1.0
