fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,rmse,18.4582217273802
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,mae,14.21344332827194
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,r2,0.562151145799609
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,spearman,0.7667918190661362
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,rmse,18.96463364966533
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,mae,14.863605212283254
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,r2,0.5257532192039402
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,spearman,0.7365224067479773
1,0.05,random,,,condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,158,39,1.2468354430379747,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,rmse,13.800150015220098
1,0.05,random,,,condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,158,39,1.2468354430379747,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,mae,10.085902021440525
