fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity,feature_kind,n_features,model,selected_policy,split,metric,value
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,valid,rmse,18.84755834685976
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,valid,mae,14.657892330518251
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,valid,r2,0.5122790937155308
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,valid,spearman,0.7550682002484516
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,test,rmse,18.757583425760092
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,test,mae,14.443560813897186
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,test,r2,0.522802728931388
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404,reaction_role_concat,6144,random_forest,True,test,spearman,0.774270261963107
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,valid,rmse,15.068635490746079
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,valid,mae,11.182839839638786
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,valid,r2,0.68824815372859
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8315581754507733
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,test,rmse,14.330402007401196
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,test,mae,10.31163686236197
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139,reaction_role_concat,6144,random_forest,True,test,r2,0.7214770890462133
