fold_index,train_fraction,split_method,group_column,heldout_group_value,feature_kind,n_features,model,selection_metric,selection_value,lower_is_better,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity
0,0.01,random,,,reaction_role_concat,6144,random_forest,rmse,18.84755834685976,True,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_50__seed_2,condition_recombine_ensemble_filter,1.5,0.75,ensemble,2,31,34,2.096774193548387,False,1.0,1.0,1.0,16.0,50.0,46,0.7391304347826086,6.35325413493703,15.647257523554215,0.8343278450124404
1,0.05,random,,,reaction_role_concat,6144,random_forest,rmse,15.068635490746079,True,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_12__range_25__seed_4,condition_recombine_ensemble_filter,1.5,0.75,ensemble,4,158,216,2.367088607594937,False,1.0,1.0,1.0,12.0,25.0,237,0.9113924050632911,3.7937947348150662,9.548121564287554,0.8490730413684139
2,0.1,random,,,reaction_role_concat,6144,random_forest,rmse,13.220829777197773,True,condition_recombine_ensemble_filter__mult_0.5__sim_0.85__std_12__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.85,ensemble,2,316,117,1.370253164556962,False,1.0,1.0,1.0,12.0,25.0,158,0.740506329113924,4.167880843598755,10.289986528020002,0.8966562197758601
