train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.1,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8720289501444871
0.2,random,,reaction_role_concat,6144,ridge,valid,rmse,17.049192912016967
0.2,random,,reaction_role_concat,6144,ridge,valid,mae,13.172988474444498
0.2,random,,reaction_role_concat,6144,ridge,valid,r2,0.5890938091780703
0.2,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8080616529721673
0.2,random,,reaction_role_concat,6144,ridge,test,rmse,15.386704284680855
0.2,random,,reaction_role_concat,6144,ridge,test,mae,12.813804505675128
0.2,random,,reaction_role_concat,6144,ridge,test,r2,0.6983623214868393
0.2,random,,reaction_role_concat,6144,ridge,test,spearman,0.8654009691582107
0.2,random,,reaction_role_concat,6144,random_forest,valid,rmse,13.875527638608087
0.2,random,,reaction_role_concat,6144,random_forest,valid,mae,9.078757158207743
0.2,random,,reaction_role_concat,6144,random_forest,valid,r2,0.7278338884929481
0.2,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.8566132544450149
0.2,random,,reaction_role_concat,6144,random_forest,test,rmse,11.661122593265356
0.2,random,,reaction_role_concat,6144,random_forest,test,mae,8.019202007213325
0.2,random,,reaction_role_concat,6144,random_forest,test,r2,0.8267492603183624
0.2,random,,reaction_role_concat,6144,random_forest,test,spearman,0.9011612431597418
0.5,random,,reaction_role_concat,6144,ridge,valid,rmse,17.04236464010047
0.5,random,,reaction_role_concat,6144,ridge,valid,mae,13.26816136738922
0.5,random,,reaction_role_concat,6144,ridge,valid,r2,0.5894228825077605
0.5,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8200231505421217
0.5,random,,reaction_role_concat,6144,ridge,test,rmse,15.44325819585289
0.5,random,,reaction_role_concat,6144,ridge,test,mae,12.772898228105271
0.5,random,,reaction_role_concat,6144,ridge,test,r2,0.6961409048667648
0.5,random,,reaction_role_concat,6144,ridge,test,spearman,0.8715867948708783
0.5,random,,reaction_role_concat,6144,random_forest,valid,rmse,10.084010617143752
0.5,random,,reaction_role_concat,6144,random_forest,valid,mae,6.398788848311087
0.5,random,,reaction_role_concat,6144,random_forest,valid,r2,0.8562520621018124
0.5,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9185239408749772
0.5,random,,reaction_role_concat,6144,random_forest,test,rmse,8.33527426091497
0.5,random,,reaction_role_concat,6144,random_forest,test,mae,5.576583093195739
0.5,random,,reaction_role_concat,6144,random_forest,test,r2,0.9114814759756356
0.5,random,,reaction_role_concat,6144,random_forest,test,spearman,0.9495232323336499
