fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value
1,0.05,random,,,condition_recombine_pseudolabel__mult_1.5__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.7,ridge,0,158,237,2.5,True,0.8346012360435999,0.753333330154419,0.85,reaction_role_concat,6144,random_forest,True,valid,r2,0.6516186686433243
1,0.05,random,,,condition_recombine_pseudolabel__mult_1.5__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.7,ridge,0,158,237,2.5,True,0.8346012360435999,0.753333330154419,0.85,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8194644077658055
1,0.05,random,,,condition_recombine_pseudolabel__mult_1.5__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.7,ridge,0,158,237,2.5,True,0.8346012360435999,0.753333330154419,0.85,reaction_role_concat,6144,random_forest,True,test,rmse,14.358801310877706
1,0.05,random,,,condition_recombine_pseudolabel__mult_1.5__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.7,ridge,0,158,237,2.5,True,0.8346012360435999,0.753333330154419,0.85,reaction_role_concat,6144,random_forest,True,test,mae,11.262415671645842
1,0.05,random,,,condition_recombine_pseudolabel__mult_1.5__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.7,ridge,0,158,237,2.5,True,0.8346012360435999,0.753333330154419,0.85,reaction_role_concat,6144,random_forest,True,test,r2,0.7373177380674978
1,0.05,random,,,condition_recombine_pseudolabel__mult_1.5__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.7,ridge,0,158,237,2.5,True,0.8346012360435999,0.753333330154419,0.85,reaction_role_concat,6144,random_forest,True,test,spearman,0.8619920447585337
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,rmse,13.75394480845243
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,mae,9.588032302376591
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,r2,0.7325826447189456
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8672229392669707
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,test,rmse,13.297479215035619
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,test,mae,9.819249400521318
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,test,r2,0.7747146165341813
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.85,ridge,2,316,117,1.370253164556962,True,0.8499999999999995,0.85,0.85,reaction_role_concat,6144,random_forest,True,test,spearman,0.8839502331847064
