fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,valid,rmse,18.568613348697035
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,valid,mae,14.248719052562233
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,valid,r2,0.5568982691349145
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,valid,spearman,0.7609610191159724
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,test,rmse,18.766292827733764
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,test,mae,14.758007796379655
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,test,r2,0.5356211263518396
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85,reaction_role_concat,6144,random_forest,True,test,spearman,0.7408717086471955
1,0.05,random,,,condition_recombine_pseudolabel__mult_3__sim_0.85__teacher_ridge__seed_1,condition_recombine_pseudolabel,3.0,0.85,ridge,1,158,268,2.6962025316455698,True,0.8499999999999999,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,rmse,13.484075551297932
1,0.05,random,,,condition_recombine_pseudolabel__mult_3__sim_0.85__teacher_ridge__seed_1,condition_recombine_pseudolabel,3.0,0.85,ridge,1,158,268,2.6962025316455698,True,0.8499999999999999,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,mae,10.281953502910046
1,0.05,random,,,condition_recombine_pseudolabel__mult_3__sim_0.85__teacher_ridge__seed_1,condition_recombine_pseudolabel,3.0,0.85,ridge,1,158,268,2.6962025316455698,True,0.8499999999999999,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,r2,0.7663386644041077
1,0.05,random,,,condition_recombine_pseudolabel__mult_3__sim_0.85__teacher_ridge__seed_1,condition_recombine_pseudolabel,3.0,0.85,ridge,1,158,268,2.6962025316455698,True,0.8499999999999999,0.85,0.85,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8916828938766456
