fold_index,train_fraction,split_method,group_column,heldout_group_value,feature_kind,n_features,model,selection_metric,selection_value,lower_is_better,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight
0,0.01,random,,,reaction_role_concat,6144,random_forest,rmse,18.568613348697035,True,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.0,0.7,ridge,0,31,31,2.0,True,0.8000059104734852,0.7385621070861816,0.85
1,0.05,random,,,reaction_role_concat,6144,random_forest,rmse,13.484075551297932,True,condition_recombine_pseudolabel__mult_3__sim_0.85__teacher_ridge__seed_1,condition_recombine_pseudolabel,3.0,0.85,ridge,1,158,268,2.6962025316455698,True,0.8499999999999999,0.85,0.85
2,0.1,random,,,reaction_role_concat,6144,random_forest,rmse,11.896541780573697,True,condition_recombine_pseudolabel__mult_0.25__sim_0.85__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.85,ridge,3,316,58,1.1835443037974684,True,0.85,0.85,0.85
