train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.5,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.9085772612681866
0.5,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.9443297090850894
0.01,random,,reaction_role_concat,6144,ridge,valid,rmse,27.01546902712865
0.01,random,,reaction_role_concat,6144,ridge,valid,mae,21.57371843940095
0.01,random,,reaction_role_concat,6144,ridge,valid,r2,0.062071950077710936
0.01,random,,reaction_role_concat,6144,ridge,valid,spearman,0.6210360363131232
0.01,random,,reaction_role_concat,6144,ridge,test,rmse,28.420471723694714
0.01,random,,reaction_role_concat,6144,ridge,test,mae,22.938245763230807
0.01,random,,reaction_role_concat,6144,ridge,test,r2,-0.06506972652819787
0.01,random,,reaction_role_concat,6144,ridge,test,spearman,0.5983935144921998
0.01,random,,reaction_role_concat,6144,random_forest,valid,rmse,21.97854865491954
0.01,random,,reaction_role_concat,6144,random_forest,valid,mae,16.968559901374807
0.01,random,,reaction_role_concat,6144,random_forest,valid,r2,0.37921313184266603
0.01,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.6183434672864899
0.01,random,,reaction_role_concat,6144,random_forest,test,rmse,20.647761063347748
0.01,random,,reaction_role_concat,6144,random_forest,test,mae,16.58285757960093
0.01,random,,reaction_role_concat,6144,random_forest,test,r2,0.43783810030932857
0.01,random,,reaction_role_concat,6144,random_forest,test,spearman,0.6653742905569467
0.05,random,,reaction_role_concat,6144,ridge,valid,rmse,16.838384053636585
0.05,random,,reaction_role_concat,6144,ridge,valid,mae,13.631355530778064
0.05,random,,reaction_role_concat,6144,ridge,valid,r2,0.6356277269107616
0.05,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8467553645978018
0.05,random,,reaction_role_concat,6144,ridge,test,rmse,18.941764546425073
0.05,random,,reaction_role_concat,6144,ridge,test,mae,15.328739413709352
0.05,random,,reaction_role_concat,6144,ridge,test,r2,0.526896300534968
0.05,random,,reaction_role_concat,6144,ridge,test,spearman,0.7747268416142161
0.05,random,,reaction_role_concat,6144,random_forest,valid,rmse,14.531213548143535
0.05,random,,reaction_role_concat,6144,random_forest,valid,mae,10.45032416788385
0.05,random,,reaction_role_concat,6144,random_forest,valid,r2,0.7286384753839701
0.05,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.8738000408457832
0.05,random,,reaction_role_concat,6144,random_forest,test,rmse,15.410136141627056
0.05,random,,reaction_role_concat,6144,random_forest,test,mae,11.242544205819417
0.05,random,,reaction_role_concat,6144,random_forest,test,r2,0.6868672966357116
0.05,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8294245698850661
0.1,random,,reaction_role_concat,6144,ridge,valid,rmse,15.759050676033576
0.1,random,,reaction_role_concat,6144,ridge,valid,mae,12.998920035135898
0.1,random,,reaction_role_concat,6144,ridge,valid,r2,0.6808428307194359
0.1,random,,reaction_role_concat,6144,ridge,valid,spearman,0.858594275032158
0.1,random,,reaction_role_concat,6144,ridge,test,rmse,17.15789692367131
0.1,random,,reaction_role_concat,6144,ridge,test,mae,14.058758303071514
0.1,random,,reaction_role_concat,6144,ridge,test,r2,0.6118106777491363
0.1,random,,reaction_role_concat,6144,ridge,test,spearman,0.8205610118931095
0.1,random,,reaction_role_concat,6144,random_forest,valid,rmse,12.358038749352636
0.1,random,,reaction_role_concat,6144,random_forest,valid,mae,9.10779696179719
0.1,random,,reaction_role_concat,6144,random_forest,valid,r2,0.8037346624207862
0.1,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.901817052619746
0.1,random,,reaction_role_concat,6144,random_forest,test,rmse,13.244520450773123
0.1,random,,reaction_role_concat,6144,random_forest,test,mae,9.795814597937797
0.1,random,,reaction_role_concat,6144,random_forest,test,r2,0.768693438378967
0.1,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8676260090981126
0.2,random,,reaction_role_concat,6144,ridge,valid,rmse,15.432682817125846
0.2,random,,reaction_role_concat,6144,ridge,valid,mae,12.664499609455278
0.2,random,,reaction_role_concat,6144,ridge,valid,r2,0.6939253503242659
0.2,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8757653543102741
0.2,random,,reaction_role_concat,6144,ridge,test,rmse,16.588544665513776
0.2,random,,reaction_role_concat,6144,ridge,test,mae,13.274829311653821
0.2,random,,reaction_role_concat,6144,ridge,test,r2,0.6371458877812811
0.2,random,,reaction_role_concat,6144,ridge,test,spearman,0.8350975639593529
0.2,random,,reaction_role_concat,6144,random_forest,valid,rmse,9.890334544503293
0.2,random,,reaction_role_concat,6144,random_forest,valid,mae,6.952551240506052
0.2,random,,reaction_role_concat,6144,random_forest,valid,r2,0.8742909731478664
0.2,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9366539474875656
0.2,random,,reaction_role_concat,6144,random_forest,test,rmse,10.971542583456078
0.2,random,,reaction_role_concat,6144,random_forest,test,mae,7.902898399643223
0.2,random,,reaction_role_concat,6144,random_forest,test,r2,0.8412729800955722
0.2,random,,reaction_role_concat,6144,random_forest,test,spearman,0.9027970068883124
0.5,random,,reaction_role_concat,6144,ridge,valid,rmse,15.156246629674744
0.5,random,,reaction_role_concat,6144,ridge,valid,mae,12.598928668604621
0.5,random,,reaction_role_concat,6144,ridge,valid,r2,0.7047922003352511
0.5,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8738437599176004
0.5,random,,reaction_role_concat,6144,ridge,test,rmse,16.35695225487666
0.5,random,,reaction_role_concat,6144,ridge,test,mae,13.275484969971156
0.5,random,,reaction_role_concat,6144,ridge,test,r2,0.6472067653038446
0.5,random,,reaction_role_concat,6144,ridge,test,spearman,0.830327034567718
0.5,random,,reaction_role_concat,6144,random_forest,valid,rmse,8.292603074242184
0.5,random,,reaction_role_concat,6144,random_forest,valid,mae,5.4999552413195
0.5,random,,reaction_role_concat,6144,random_forest,valid,r2,0.9116256450104022
0.5,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9531018607380967
0.5,random,,reaction_role_concat,6144,random_forest,test,rmse,8.377851642992928
0.5,random,,reaction_role_concat,6144,random_forest,test,mae,5.868105352863369
0.5,random,,reaction_role_concat,6144,random_forest,test,r2,0.9074490656919512
0.5,random,,reaction_role_concat,6144,random_forest,test,spearman,0.9427499368790724
