train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.01,random,,reaction_morgan_sum,2048,ridge,valid,rmse,27.166488479584963
0.01,random,,reaction_morgan_sum,2048,ridge,valid,mae,21.719715049221545
0.01,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.05155639789148214
0.01,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.6184228237308796
0.01,random,,reaction_morgan_sum,2048,ridge,test,rmse,28.582040457449036
0.01,random,,reaction_morgan_sum,2048,ridge,test,mae,23.070443081434327
0.01,random,,reaction_morgan_sum,2048,ridge,test,r2,-0.07721386732608404
0.01,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.5961655215889743
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,21.88066379711202
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,mae,17.15445875159698
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.3847303587265607
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.6163543955736175
0.01,random,,reaction_morgan_sum,2048,random_forest,test,rmse,20.444766031460272
0.01,random,,reaction_morgan_sum,2048,random_forest,test,mae,16.60765381973651
0.01,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.4488373670871503
0.01,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.6688377488170312
0.05,random,,reaction_morgan_sum,2048,ridge,valid,rmse,16.840713328971297
0.05,random,,reaction_morgan_sum,2048,ridge,valid,mae,13.633213150727597
0.05,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6355269117674376
0.05,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8467504961042809
0.05,random,,reaction_morgan_sum,2048,ridge,test,rmse,18.944783127125728
0.05,random,,reaction_morgan_sum,2048,ridge,test,mae,15.331247129223563
0.05,random,,reaction_morgan_sum,2048,ridge,test,r2,0.5267454998548042
0.05,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.7747596971653566
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,14.639194397427651
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,mae,10.519431428077855
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.7245905384094089
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.8731335440827809
0.05,random,,reaction_morgan_sum,2048,random_forest,test,rmse,15.488097926484503
0.05,random,,reaction_morgan_sum,2048,random_forest,test,mae,11.27978295295979
0.05,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.6836909279310005
0.05,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.8275226200099236
0.1,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.759464716549695
0.1,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.999210980647726
0.1,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6808260599459
0.1,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8585429611104484
0.1,random,,reaction_morgan_sum,2048,ridge,test,rmse,17.15832899375217
0.1,random,,reaction_morgan_sum,2048,ridge,test,mae,14.059092753764356
0.1,random,,reaction_morgan_sum,2048,ridge,test,r2,0.6117911267395428
0.1,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8205394625169203
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,12.266573511770725
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,mae,9.040947904383833
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.8066291385213034
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.9034046683568906
0.1,random,,reaction_morgan_sum,2048,random_forest,test,rmse,13.195909983221464
0.1,random,,reaction_morgan_sum,2048,random_forest,test,mae,9.742617098614573
0.1,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.7703882201946111
0.1,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.8688488154043849
0.2,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.43268695937735
0.2,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.66446819856197
0.2,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6939251860186346
0.2,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8757819071882449
0.2,random,,reaction_morgan_sum,2048,ridge,test,rmse,16.588554378590185
0.2,random,,reaction_morgan_sum,2048,ridge,test,mae,13.274721055169298
0.2,random,,reaction_morgan_sum,2048,ridge,test,r2,0.637145462857839
0.2,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8350521459915996
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,9.806799757880716
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,mae,6.929375183516666
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.8764055083232878
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.9364005910847413
0.2,random,,reaction_morgan_sum,2048,random_forest,test,rmse,10.826195027634137
0.2,random,,reaction_morgan_sum,2048,random_forest,test,mae,7.786927039964181
0.2,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.8454506548897605
0.2,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.9068165936684376
0.5,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.155842746740023
0.5,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.59853068461901
0.5,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.7048079334922503
0.5,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8739250637593983
0.5,random,,reaction_morgan_sum,2048,ridge,test,rmse,16.357201570409046
0.5,random,,reaction_morgan_sum,2048,ridge,test,mae,13.275924175526157
0.5,random,,reaction_morgan_sum,2048,ridge,test,r2,0.6471960105492807
0.5,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8303226860388906
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,8.365899606191737
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,mae,5.4873295740960515
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.9100564970749904
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.9516443311478291
0.5,random,,reaction_morgan_sum,2048,random_forest,test,rmse,8.326632081212823
0.5,random,,reaction_morgan_sum,2048,random_forest,test,mae,5.834436436071993
