fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity,feature_kind,n_features,model,selected_policy,split,metric,value
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,valid,rmse,22.53904713366472
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,valid,mae,17.358633377669168
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,valid,r2,0.2818649260429984
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,valid,spearman,0.5813763875245169
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,test,rmse,22.759506836570832
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,test,mae,17.930924235135883
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,test,r2,0.34003626772677265
0,0.01,random,,,condition_recombine_ensemble_filter__mult_1__sim_0.75__std_16__range_50__seed_0,condition_recombine_ensemble_filter,1.0,0.75,ensemble,0,31,25,1.8064516129032258,False,1.0,1.0,1.0,16.0,50.0,31,0.8064516129032258,6.469115875850629,16.196333592301606,0.8057209420204162,reaction_role_concat,6144,random_forest,True,test,spearman,0.6268903751183578
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,valid,rmse,15.84224859982387
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,valid,mae,11.399510501908349
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,valid,r2,0.6452121955315693
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8124699455091031
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,test,rmse,14.120560911816664
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,test,mae,10.87050936149452
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,test,r2,0.7459622413281606
1,0.05,random,,,condition_recombine_ensemble_filter__mult_1.5__sim_0.9__std_16__range_35__seed_2,condition_recombine_ensemble_filter,1.5,0.9,ensemble,2,158,67,1.4240506329113924,False,1.0,1.0,1.0,16.0,35.0,237,0.28270042194092826,3.99755275178553,10.017975859295076,0.9250355193864054,reaction_role_concat,6144,random_forest,True,test,spearman,0.869704832837644
2,0.1,random,,,condition_recombine_ensemble_filter__mult_0.5__sim_0.8__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.8,ensemble,2,316,142,1.4493670886075949,False,1.0,1.0,1.0,8.0,25.0,158,0.8987341772151899,3.289926728750931,8.305379092632466,0.8856628675695876,reaction_role_concat,6144,random_forest,True,valid,rmse,13.767867026812233
