train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value,heldout_group_value
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,rmse,22.771703881644324,Cc1ccc(Nc2ccccn2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,mae,17.459408605800697,Cc1ccc(Nc2ccccn2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,r2,0.3099694782181688,Cc1ccc(Nc2ccccn2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,spearman,0.8004738567841699,Cc1ccc(Nc2ccccn2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,valid,rmse,14.280001993606733,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,valid,mae,11.738478236843514,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,valid,r2,0.7239802311594382,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,valid,spearman,0.8895790837425509,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,test,rmse,20.42290785555948,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,test,mae,16.796401423707078,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,test,r2,0.5318094316152987,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,ridge,test,spearman,0.760661311114271,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,valid,rmse,5.691634932110254,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,valid,mae,4.042547581626598,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,valid,r2,0.9561511988496405,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,valid,spearman,0.978879012559411,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,rmse,22.2924094022088,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,mae,15.77802757204078,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,r2,0.4421704384207227,Cc1ccc(Nc2cccnc2)cc1
1.0,leave_one_group_out,product_key,reaction_role_concat,6144,random_forest,test,spearman,0.7041583954507608,Cc1ccc(Nc2cccnc2)cc1
