evaluation_unit,train_fraction,candidate_scope_mode,transferred_change_type,overlap_count,pseudo_label_mae,pseudo_label_rmse,pseudo_label_spearman,pseudo_label_bias,high_yield_prevalence,high_yield_precision,high_yield_recall,high_yield_enrichment,top_10pct_enrichment,top_10pct_mean_true_yield,top_20pct_enrichment,top_20pct_mean_true_yield,support_distance_metric,nearest_labeled_training_distance_mean,nearest_labeled_training_distance_median,nearest_labeled_training_similarity_mean,nearest_labeled_training_similarity_median
canonical-random:seed=2:fraction=0.1,0.1,observed_only_low_data,ligand|base,195,8.717290982012496,12.763313900479396,0.8560161385431937,-0.9869146023167938,0.02564102564102564,,0.0,,3.9000000000000004,67.9781404325,3.0000000000000004,62.69123431564103,cosine_distance,0.06851008543565297,0.06930186201422261,0.931489914564347,0.9306981379857774
canonical-random:seed=2:fraction=0.1,0.1,observed_only_low_data,ligand|base,206,9.385980415108786,13.09348354183343,0.8342066027802547,-1.9952972142011993,0.019417475728155338,,0.0,,4.904761904761905,67.98091153142857,3.678571428571429,61.16666409261904,euclidean_distance,4.629820506549576,4.795831680297852,,
canonical-random:seed=3:fraction=0.01,0.01,observed_only_low_data,ligand|base,22,14.994818397784394,24.35931569992579,0.5147245998309558,3.3435007099131706,0.045454545454545456,,0.0,,0.0,48.17367052866666,0.0,42.7106555012,cosine_distance,0.10141092597030778,0.09928647457356582,0.8985890740296921,0.9007135254264342
canonical-random:seed=3:fraction=0.01,0.01,observed_only_low_data,ligand|base,12,14.43181359794894,22.526208879830396,0.6442301074435898,-3.12053735124143,0.08333333333333333,,0.0,,0.0,71.78276389,0.0,57.64212145333334,euclidean_distance,5.569467345873515,5.612309217453003,,
canonical-random:seed=3:fraction=0.05,0.05,observed_only_low_data,ligand|base,111,10.177364042010742,14.488500358380012,0.787890761216985,-1.9656461660687994,0.018018018018018018,,0.0,,9.25,66.56305906,4.826086956521739,59.08300016434782,cosine_distance,0.08335139747727509,0.085459202438811,0.9166486025227248,0.914540797561189
canonical-random:seed=3:fraction=0.05,0.05,observed_only_low_data,ligand|base,114,10.235280782150983,14.250940560428363,0.8183710969407375,-1.8829760483897724,0.05263157894736842,1.0,0.5,19.0,9.5,76.38158679916667,4.956521739130435,69.2031905126087,euclidean_distance,5.082648745754309,5.291502475738525,,
canonical-random:seed=3:fraction=0.1,0.1,observed_only_low_data,ligand|base,201,10.571672710420033,15.372686640621646,0.7471997896536745,-1.1262348439285514,0.004975124378109453,0.0,0.0,0.0,9.571428571428571,63.448882301428576,4.902439024390244,57.455181648292694,cosine_distance,0.0744015055959545,0.07932332437398693,0.9255984944040454,0.9206766756260131
canonical-random:seed=3:fraction=0.1,0.1,observed_only_low_data,ligand|base,205,10.576443709909894,14.99894717245194,0.7753501774503774,-0.2806062920180456,0.02926829268292683,0.5,0.16666666666666666,17.083333333333332,9.761904761904761,72.85688781809525,4.999999999999999,62.67009951487804,euclidean_distance,4.830995238699564,5.0,,
canonical-random:seed=4:fraction=0.01,0.01,observed_only_low_data,ligand|base,28,17.24838381183787,22.49935299602731,0.5977011494252873,7.94548624162585,0.0,,,,,32.85913593666666,,38.48102228333333,cosine_distance,0.0827319252762333,0.08397720440429701,0.9172680747237666,0.916022795595703
canonical-random:seed=4:fraction=0.01,0.01,observed_only_low_data,ligand|base,25,15.049382027273834,20.10394297050034,0.6392307692307693,3.361009770876675,0.04,,0.0,,8.333333333333332,59.07757325666666,5.0,49.342115105999994,euclidean_distance,5.231079063415527,5.291502475738525,,
canonical-random:seed=4:fraction=0.05,0.05,observed_only_low_data,ligand|base,119,12.334647127009708,16.75337305845698,0.7360734998134453,3.689485574759683,0.01680672268907563,,0.0,,9.916666666666666,64.12043254833333,4.958333333333333,53.090884725,cosine_distance,0.078619084964121,0.08220494858042637,0.9213809150358789,0.9177950514195736
canonical-random:seed=4:fraction=0.05,0.05,observed_only_low_data,ligand|base,116,12.780336203285893,16.97579168530354,0.7350973153260326,2.6022661487531944,0.02586206896551724,,0.0,,9.666666666666666,64.00918972166666,4.833333333333333,52.93796821,euclidean_distance,4.997033051375685,5.196152210235596,,
canonical-random:seed=4:fraction=0.1,0.1,observed_only_low_data,ligand|base,212,8.428961629238788,11.817789025560991,0.8700074837801149,0.6814108098929238,0.009433962264150943,,0.0,,9.636363636363637,68.60021945499999,4.930232558139535,61.80649151418605,cosine_distance,0.06819764207689968,0.06862914418446447,0.9318023579231004,0.9313708558155356
canonical-random:seed=4:fraction=0.1,0.1,observed_only_low_data,ligand|base,209,8.881158326870219,12.138251896041918,0.8736809773350758,0.2863014261442944,0.019138755980861243,1.0,0.25,52.25,7.464285714285714,69.07060044857143,4.976190476190476,66.31297344285714,euclidean_distance,4.605490934335444,4.582575798034668,,
