train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.01,random,,reaction_role_concat,6144,random_forest,test,spearman,0.7029881709700735
0.05,random,,reaction_role_concat,6144,ridge,valid,rmse,17.246406706463805
0.05,random,,reaction_role_concat,6144,ridge,valid,mae,13.808611766296098
0.05,random,,reaction_role_concat,6144,ridge,valid,r2,0.5916256782605032
0.05,random,,reaction_role_concat,6144,ridge,valid,spearman,0.7915698978802412
0.05,random,,reaction_role_concat,6144,ridge,test,rmse,16.97778071954881
0.05,random,,reaction_role_concat,6144,ridge,test,mae,13.60327089683275
0.05,random,,reaction_role_concat,6144,ridge,test,r2,0.6090636821132798
0.05,random,,reaction_role_concat,6144,ridge,test,spearman,0.8085450211597325
0.05,random,,reaction_role_concat,6144,random_forest,valid,rmse,15.260755125839381
0.05,random,,reaction_role_concat,6144,random_forest,valid,mae,11.288566241229637
0.05,random,,reaction_role_concat,6144,random_forest,valid,r2,0.6802480316018862
0.05,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.8298677537558153
0.05,random,,reaction_role_concat,6144,random_forest,test,rmse,14.331114808580864
0.05,random,,reaction_role_concat,6144,random_forest,test,mae,10.244078447893262
0.05,random,,reaction_role_concat,6144,random_forest,test,r2,0.7214493806264612
0.05,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8584009908781126
0.1,random,,reaction_role_concat,6144,ridge,valid,rmse,15.534586621280443
0.1,random,,reaction_role_concat,6144,ridge,valid,mae,12.849982154972945
0.1,random,,reaction_role_concat,6144,ridge,valid,r2,0.6686701366344392
0.1,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8514329468245649
0.1,random,,reaction_role_concat,6144,ridge,test,rmse,15.21993017254147
0.1,random,,reaction_role_concat,6144,ridge,test,mae,12.241716767426091
0.1,random,,reaction_role_concat,6144,ridge,test,r2,0.6858265378438083
0.1,random,,reaction_role_concat,6144,ridge,test,spearman,0.8674457887895516
0.1,random,,reaction_role_concat,6144,random_forest,valid,rmse,13.313134232237564
0.1,random,,reaction_role_concat,6144,random_forest,valid,mae,9.83050099094363
0.1,random,,reaction_role_concat,6144,random_forest,valid,r2,0.7566553508825153
0.1,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.874611644577616
0.1,random,,reaction_role_concat,6144,random_forest,test,rmse,12.428742500120634
0.1,random,,reaction_role_concat,6144,random_forest,test,mae,8.903939611971039
0.1,random,,reaction_role_concat,6144,random_forest,test,r2,0.7904929900270639
0.1,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8982995657675791
0.2,random,,reaction_role_concat,6144,ridge,valid,rmse,15.603442158684226
0.2,random,,reaction_role_concat,6144,ridge,valid,mae,12.898724012435236
0.2,random,,reaction_role_concat,6144,ridge,valid,r2,0.6657264527708858
0.2,random,,reaction_role_concat,6144,ridge,valid,spearman,0.848203016556823
0.2,random,,reaction_role_concat,6144,ridge,test,rmse,14.985631352059468
0.2,random,,reaction_role_concat,6144,ridge,test,mae,11.912883724904422
0.2,random,,reaction_role_concat,6144,ridge,test,r2,0.6954249897691873
0.2,random,,reaction_role_concat,6144,ridge,test,spearman,0.8656801205476948
0.2,random,,reaction_role_concat,6144,random_forest,valid,rmse,11.386093852209292
0.2,random,,reaction_role_concat,6144,random_forest,valid,mae,7.997435384181764
0.2,random,,reaction_role_concat,6144,random_forest,valid,r2,0.8220038135250247
0.2,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9151233472738303
0.2,random,,reaction_role_concat,6144,random_forest,test,rmse,10.565779896696446
0.2,random,,reaction_role_concat,6144,random_forest,test,mae,7.388461782068456
0.2,random,,reaction_role_concat,6144,random_forest,test,r2,0.8485925320082873
0.2,random,,reaction_role_concat,6144,random_forest,test,spearman,0.927407194259926
0.5,random,,reaction_role_concat,6144,ridge,valid,rmse,15.254991768603126
0.5,random,,reaction_role_concat,6144,ridge,valid,mae,12.62677007113831
0.5,random,,reaction_role_concat,6144,ridge,valid,r2,0.68048950023466
0.5,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8509163371302068
0.5,random,,reaction_role_concat,6144,ridge,test,rmse,14.76041143118211
0.5,random,,reaction_role_concat,6144,ridge,test,mae,11.86852851969124
0.5,random,,reaction_role_concat,6144,ridge,test,r2,0.7045111455374657
0.5,random,,reaction_role_concat,6144,ridge,test,spearman,0.8676463977688695
0.5,random,,reaction_role_concat,6144,random_forest,valid,rmse,8.49895059353604
0.5,random,,reaction_role_concat,6144,random_forest,valid,mae,6.014128676922638
0.5,random,,reaction_role_concat,6144,random_forest,valid,r2,0.9008273796348937
0.5,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9516340023296456
0.5,random,,reaction_role_concat,6144,random_forest,test,rmse,7.69374918265114
0.5,random,,reaction_role_concat,6144,random_forest,test,mae,5.227920574452163
0.5,random,,reaction_role_concat,6144,random_forest,test,r2,0.9197176223094728
0.5,random,,reaction_role_concat,6144,random_forest,test,spearman,0.9591121099132093
