train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.01,random,,reaction_morgan_sum,2048,ridge,valid,rmse,31.568404534893634
0.01,random,,reaction_morgan_sum,2048,ridge,valid,mae,25.139181673224968
0.01,random,,reaction_morgan_sum,2048,ridge,valid,r2,-0.36825311554981544
0.01,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.47447241392790485
0.01,random,,reaction_morgan_sum,2048,ridge,test,rmse,31.6620913858211
0.01,random,,reaction_morgan_sum,2048,ridge,test,mae,25.673772426491436
0.01,random,,reaction_morgan_sum,2048,ridge,test,r2,-0.35963825096602675
0.01,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.4818861533758197
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,20.247368219901762
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,mae,16.206318121612828
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.4371426504013448
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.7098244462206889
0.01,random,,reaction_morgan_sum,2048,random_forest,test,rmse,20.380296156619682
0.01,random,,reaction_morgan_sum,2048,random_forest,test,mae,16.14012425050591
0.01,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.4366670434718174
0.01,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.7187508572447949
0.05,random,,reaction_morgan_sum,2048,ridge,valid,rmse,17.246735776095257
0.05,random,,reaction_morgan_sum,2048,ridge,valid,mae,13.808542321905305
0.05,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.5916100941597817
0.05,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.7915543197515007
0.05,random,,reaction_morgan_sum,2048,ridge,test,rmse,16.97878040144643
0.05,random,,reaction_morgan_sum,2048,ridge,test,mae,13.60456777348964
0.05,random,,reaction_morgan_sum,2048,ridge,test,r2,0.6090176427077274
0.05,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8085842539369978
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,15.195899172663339
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,mae,11.258044112610666
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.6829600536726068
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.8335735958565809
0.05,random,,reaction_morgan_sum,2048,random_forest,test,rmse,14.207067278958899
0.05,random,,reaction_morgan_sum,2048,random_forest,test,mae,10.083052753498308
0.05,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.7262506779691928
0.05,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.8592391808042219
0.1,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.534094344439731
0.1,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.849624012844473
0.1,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6686911353823308
0.1,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8514479407734776
0.1,random,,reaction_morgan_sum,2048,ridge,test,rmse,15.219272041363356
0.1,random,,reaction_morgan_sum,2048,ridge,test,mae,12.241100838313802
0.1,random,,reaction_morgan_sum,2048,ridge,test,r2,0.6858537078607508
0.1,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8674906262492836
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,13.215447057720366
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,mae,9.775201217754168
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.7602134066664598
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.8779759362057451
0.1,random,,reaction_morgan_sum,2048,random_forest,test,rmse,12.409841743489652
0.1,random,,reaction_morgan_sum,2048,random_forest,test,mae,8.865803626567088
0.1,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.7911297125409023
0.1,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.899211003095578
0.2,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.603242049960286
0.2,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.89849416243879
0.2,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.665735026600093
0.2,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.848203016556823
0.2,random,,reaction_morgan_sum,2048,ridge,test,rmse,14.985494153343506
0.2,random,,reaction_morgan_sum,2048,ridge,test,mae,11.91277565626484
0.2,random,,reaction_morgan_sum,2048,ridge,test,r2,0.6954305667259464
0.2,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8657069843705513
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,11.330312495429261
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,mae,7.8843614098585295
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.8237435756880152
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.9178658768386025
0.2,random,,reaction_morgan_sum,2048,random_forest,test,rmse,10.54584837093043
0.2,random,,reaction_morgan_sum,2048,random_forest,test,mae,7.375196493593036
0.2,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.8491632301437797
0.2,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.9273969512195562
0.5,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.25500292277142
0.5,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.626653698728054
0.5,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6804890329941342
0.5,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8508949172031884
0.5,random,,reaction_morgan_sum,2048,ridge,test,rmse,14.760325368733168
0.5,random,,reaction_morgan_sum,2048,ridge,test,mae,11.868486842197
0.5,random,,reaction_morgan_sum,2048,ridge,test,r2,0.7045145912978269
0.5,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8676523889811611
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,8.655824988215356
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,mae,6.11587075373455
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.8971325171176157
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.9487473750740234
0.5,random,,reaction_morgan_sum,2048,random_forest,test,rmse,7.6674118480812865
0.5,random,,reaction_morgan_sum,2048,random_forest,test,mae,5.210513720935342
0.5,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.9202663287283197
0.5,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.9598465165812322
0.01,random,,reaction_role_concat,6144,ridge,valid,rmse,31.299184161736648
0.01,random,,reaction_role_concat,6144,ridge,valid,mae,24.886942866029617
0.01,random,,reaction_role_concat,6144,ridge,valid,r2,-0.3450152676738898
0.01,random,,reaction_role_concat,6144,ridge,valid,spearman,0.4758469890626484
0.01,random,,reaction_role_concat,6144,ridge,test,rmse,31.441880955704203
0.01,random,,reaction_role_concat,6144,ridge,test,mae,25.455106056022522
0.01,random,,reaction_role_concat,6144,ridge,test,r2,-0.340791401497889
0.01,random,,reaction_role_concat,6144,ridge,test,spearman,0.48116025036395293
0.01,random,,reaction_role_concat,6144,random_forest,valid,rmse,20.405752315451878
0.01,random,,reaction_role_concat,6144,random_forest,valid,mae,16.359385532849952
0.01,random,,reaction_role_concat,6144,random_forest,valid,r2,0.4283023578805397
0.01,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.7028232457114711
0.01,random,,reaction_role_concat,6144,random_forest,test,rmse,20.68056536152383
0.01,random,,reaction_role_concat,6144,random_forest,test,mae,16.550916179022707
0.01,random,,reaction_role_concat,6144,random_forest,test,r2,0.4199452432971553
