policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity,feature_kind,n_features,model,selected_policy,split,metric,value,fold_index,train_fraction,split_method,group_column,heldout_group_value
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,14,1.4516129032258065,False,1.0,1.0,1.0,8.0,25.0,15,0.9333333333333333,3.148525799802673,7.969250626904624,0.8056135773658752,reaction_role_concat,6144,random_forest,False,valid,rmse,22.104942820365043,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,14,1.4516129032258065,False,1.0,1.0,1.0,8.0,25.0,15,0.9333333333333333,3.148525799802673,7.969250626904624,0.8056135773658752,reaction_role_concat,6144,random_forest,False,valid,mae,16.756430291818663,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,14,1.4516129032258065,False,1.0,1.0,1.0,8.0,25.0,15,0.9333333333333333,3.148525799802673,7.969250626904624,0.8056135773658752,reaction_role_concat,6144,random_forest,False,valid,r2,0.3885081318614202,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,14,1.4516129032258065,False,1.0,1.0,1.0,8.0,25.0,15,0.9333333333333333,3.148525799802673,7.969250626904624,0.8056135773658752,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7014793972754372,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,3.826480420585412,9.481921461278743,0.7997402819720182,reaction_role_concat,6144,random_forest,False,valid,rmse,21.623253263117977,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,3.826480420585412,9.481921461278743,0.7997402819720182,reaction_role_concat,6144,random_forest,False,valid,mae,16.418617607850063,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,3.826480420585412,9.481921461278743,0.7997402819720182,reaction_role_concat,6144,random_forest,False,valid,r2,0.41486784545878774,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,3.826480420585412,9.481921461278743,0.7997402819720182,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7240600280567909,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,13,1.4193548387096775,False,1.0,1.0,1.0,8.0,25.0,15,0.8666666666666667,3.5518208591292604,8.826127355098723,0.8004875962550824,reaction_role_concat,6144,random_forest,False,valid,rmse,21.336615464625844,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,13,1.4193548387096775,False,1.0,1.0,1.0,8.0,25.0,15,0.8666666666666667,3.5518208591292604,8.826127355098723,0.8004875962550824,reaction_role_concat,6144,random_forest,False,valid,mae,16.38147994167895,0,0.01,random,,
