policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value,fold_index,train_fraction,split_method,group_column,heldout_group_value
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,rmse,22.13019138599403,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,mae,17.059324185446847,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,r2,0.38711042545932184,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7138784507727711,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,rmse,22.509231098796874,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,mae,17.594231125907054,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,r2,0.36593582736249486,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,spearman,0.682324110920552,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,True,0.7897852318627494,0.746835470199585,0.8260869383811951,reaction_role_concat,6144,random_forest,False,valid,rmse,21.273734489198333,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,True,0.7897852318627494,0.746835470199585,0.8260869383811951,reaction_role_concat,6144,random_forest,False,valid,mae,16.305708080282695,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,True,0.7897852318627494,0.746835470199585,0.8260869383811951,reaction_role_concat,6144,random_forest,False,valid,r2,0.4336311444661525,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,True,0.7897852318627494,0.746835470199585,0.8260869383811951,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7414856985456616,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,True,0.8068451012883867,0.7260273694992065,0.85,reaction_role_concat,6144,random_forest,False,valid,rmse,22.017492375054097,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,True,0.8068451012883867,0.7260273694992065,0.85,reaction_role_concat,6144,random_forest,False,valid,mae,16.99010626595835,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,True,0.8068451012883867,0.7260273694992065,0.85,reaction_role_concat,6144,random_forest,False,valid,r2,0.3933368671002271,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,True,0.8068451012883867,0.7260273694992065,0.85,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7219803407439616,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,True,0.8245349253926958,0.7870967984199524,0.85,reaction_role_concat,6144,random_forest,False,valid,rmse,21.91903015019034,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,True,0.8245349253926958,0.7870967984199524,0.85,reaction_role_concat,6144,random_forest,False,valid,mae,16.814631162435195,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,True,0.8245349253926958,0.7870967984199524,0.85,reaction_role_concat,6144,random_forest,False,valid,r2,0.3987507295790095,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,True,0.8245349253926958,0.7870967984199524,0.85,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7149279834720113,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,rmse,21.771921431203346,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,mae,16.72864765519432,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,r2,0.40679416930358125,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,True,0.8045253685542514,0.7553957104682922,0.85,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7111749643811393,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,rmse,22.22712106210421,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,mae,17.107153814687006,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,r2,0.3817297861417348,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,True,0.8071675062179564,0.761904776096344,0.85,reaction_role_concat,6144,random_forest,False,valid,spearman,0.7183082422017134,0,0.01,random,,
