fold_index,train_fraction,split_method,group_column,heldout_group_value,feature_kind,n_features,model,selection_metric,selection_value,lower_is_better,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight
0,0.01,random,,,reaction_role_concat,6144,random_forest,rmse,20.96534411793503,True,condition_recombine_pseudolabel__mult_1.5__sim_0.8__teacher_ridge__seed_0,condition_recombine_pseudolabel,1.5,0.8,ridge,0,31,26,1.8387096774193548,True,0.8353718560475569,0.8047337532043457,0.85
1,0.05,random,,,reaction_role_concat,6144,random_forest,rmse,15.440493050958755,True,condition_recombine_pseudolabel__mult_0.25__sim_0.85__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.85,ridge,1,158,26,1.1645569620253164,True,0.8500000000000001,0.85,0.85
2,0.1,random,,,reaction_role_concat,6144,random_forest,rmse,13.392142384665691,True,condition_recombine_pseudolabel__mult_0.5__sim_0.85__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.5,0.85,ridge,0,316,112,1.3544303797468353,True,0.8499999999999998,0.85,0.85
