policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value,fold_index,train_fraction,split_method,group_column,heldout_group_value
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,24.124709905571017,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,19.009684429966384,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.17726639944023637,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_0,condition_recombine_pseudolabel,0.25,0.7,ridge,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.47106905164491053,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,23.4185097155405,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,18.43630467978063,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.2247289916255777,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_1,condition_recombine_pseudolabel,0.25,0.7,ridge,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5128602258778743,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,23.641223456219652,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,18.582973332653317,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.20991297326370073,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.25,0.7,ridge,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.49372486842284463,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,22.636872722158607,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,17.825335028461453,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.2756175951630032,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_3,condition_recombine_pseudolabel,0.25,0.7,ridge,3,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5607328044055456,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,22.06139275894396,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,16.644691255445156,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.31198027755353575,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,0.25,0.7,ridge,4,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5984043585068378,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,24.23854809960073,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,19.00241854626374,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.16948355084904831,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_0,condition_recombine_pseudolabel,0.25,0.7,random_forest,0,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.46318665878132737,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,22.963755069754505,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,mae,17.717275472260162,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,r2,0.2545460043180975,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_1,condition_recombine_pseudolabel,0.25,0.7,random_forest,1,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5483573872261535,0,0.01,random,,
condition_recombine_pseudolabel__mult_0.25__sim_0.7__teacher_rf__seed_2,condition_recombine_pseudolabel,0.25,0.7,random_forest,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,False,valid,rmse,23.482239538650646,0,0.01,random,,
