fold_index,train_fraction,split_method,group_column,heldout_group_value,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,feature_kind,n_features,model,selected_policy,split,metric,value
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,rmse,20.902997297444294
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,mae,16.057108215616093
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,r2,0.3823361791585661
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,spearman,0.6552737962723971
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,rmse,20.813408240677337
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,mae,16.668975613396803
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,r2,0.44807409218182204
0,0.01,random,,,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,spearman,0.6927776948759221
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,rmse,15.722781463792105
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,mae,11.29122680238078
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,r2,0.650542962459062
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,spearman,0.817978874635746
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,rmse,14.265209449591394
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,mae,10.855568419916914
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,r2,0.7407309475698697
1,0.05,random,,,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,spearman,0.8659091191984006
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,rmse,13.704771106439347
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,mae,9.838502053516576
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,r2,0.7344913908241193
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,valid,spearman,0.8678757635356907
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,rmse,13.437950074505173
2,0.1,random,,,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0,reaction_role_concat,6144,random_forest,True,test,mae,10.00595474439212
