fold_index,train_fraction,split_method,group_column,heldout_group_value,feature_kind,n_features,model,selection_metric,selection_value,lower_is_better,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight
0,0.01,random,,,reaction_role_concat,6144,random_forest,rmse,20.902997297444294,True,condition_recombine_pseudolabel__mult_1__sim_0.7__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.7,ridge,4,31,31,2.0,False,1.0,1.0,1.0
1,0.05,random,,,reaction_role_concat,6144,random_forest,rmse,15.722781463792105,True,condition_recombine_pseudolabel__mult_1__sim_0.9__teacher_ridge__seed_4,condition_recombine_pseudolabel,1.0,0.9,ridge,4,158,37,1.2341772151898733,False,1.0,1.0,1.0
2,0.1,random,,,reaction_role_concat,6144,random_forest,rmse,13.704771106439347,True,condition_recombine_pseudolabel__mult_0.5__sim_0.8__teacher_ridge__seed_2,condition_recombine_pseudolabel,0.5,0.8,ridge,2,316,155,1.490506329113924,False,1.0,1.0,1.0
