policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity,feature_kind,n_features,model,selected_policy,split,metric,value,fold_index,train_fraction,split_method,group_column,heldout_group_value
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,12,1.3870967741935485,False,1.0,1.0,1.0,8.0,25.0,15,0.8,3.6208835972517175,9.302812788883847,0.8127437978982925,reaction_role_concat,6144,random_forest,False,valid,rmse,22.51759076981342,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,12,1.3870967741935485,False,1.0,1.0,1.0,8.0,25.0,15,0.8,3.6208835972517175,9.302812788883847,0.8127437978982925,reaction_role_concat,6144,random_forest,False,valid,mae,17.439585962790474,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,12,1.3870967741935485,False,1.0,1.0,1.0,8.0,25.0,15,0.8,3.6208835972517175,9.302812788883847,0.8127437978982925,reaction_role_concat,6144,random_forest,False,valid,r2,0.2889627145941839,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,12,1.3870967741935485,False,1.0,1.0,1.0,8.0,25.0,15,0.8,3.6208835972517175,9.302812788883847,0.8127437978982925,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5765298429995329,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.519552224515672,11.385349280834198,0.8180714737285267,reaction_role_concat,6144,random_forest,False,valid,rmse,22.951797712961735,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.519552224515672,11.385349280834198,0.8180714737285267,reaction_role_concat,6144,random_forest,False,valid,mae,17.81481863607938,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.519552224515672,11.385349280834198,0.8180714737285267,reaction_role_concat,6144,random_forest,False,valid,r2,0.26127644727324184,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.519552224515672,11.385349280834198,0.8180714737285267,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5592381995215902,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,25.0,15,0.6666666666666666,2.733260161221292,7.18237384700775,0.8388678014278412,reaction_role_concat,6144,random_forest,False,valid,rmse,22.0578318685283,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,25.0,15,0.6666666666666666,2.733260161221292,7.18237384700775,0.8388678014278412,reaction_role_concat,6144,random_forest,False,valid,mae,17.047304988553254,0,0.01,random,,
