train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.05,random,,reaction_role_concat,6144,ridge,test,spearman,0.8371149124394347
0.05,random,,reaction_role_concat,6144,random_forest,valid,rmse,14.388443211811174
0.05,random,,reaction_role_concat,6144,random_forest,valid,mae,10.601402531467661
0.05,random,,reaction_role_concat,6144,random_forest,valid,r2,0.7096805417130961
0.05,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.8569987209951099
0.05,random,,reaction_role_concat,6144,random_forest,test,rmse,15.709478216159292
0.05,random,,reaction_role_concat,6144,random_forest,test,mae,11.990526576934739
0.05,random,,reaction_role_concat,6144,random_forest,test,r2,0.6843162539541341
0.05,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8407224708452423
0.1,random,,reaction_role_concat,6144,ridge,valid,rmse,16.009647780256138
0.1,random,,reaction_role_concat,6144,ridge,valid,mae,12.949559042574483
0.1,random,,reaction_role_concat,6144,ridge,valid,r2,0.6405718517869181
0.1,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8332587717782121
0.1,random,,reaction_role_concat,6144,ridge,test,rmse,15.133014693696461
0.1,random,,reaction_role_concat,6144,ridge,test,mae,12.061475259110782
0.1,random,,reaction_role_concat,6144,ridge,test,r2,0.7070593719966393
0.1,random,,reaction_role_concat,6144,ridge,test,spearman,0.8638670412346756
0.1,random,,reaction_role_concat,6144,random_forest,valid,rmse,13.150653235616407
0.1,random,,reaction_role_concat,6144,random_forest,valid,mae,9.666626367289055
0.1,random,,reaction_role_concat,6144,random_forest,valid,r2,0.757482443926605
0.1,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.872912103623881
0.1,random,,reaction_role_concat,6144,random_forest,test,rmse,13.890296800685636
0.1,random,,reaction_role_concat,6144,random_forest,test,mae,10.243067253680541
0.1,random,,reaction_role_concat,6144,random_forest,test,r2,0.7531962512627106
0.1,random,,reaction_role_concat,6144,random_forest,test,spearman,0.8677111355033881
0.2,random,,reaction_role_concat,6144,ridge,valid,rmse,15.234830801247078
0.2,random,,reaction_role_concat,6144,ridge,valid,mae,12.297034213210964
0.2,random,,reaction_role_concat,6144,ridge,valid,r2,0.6745203792468124
0.2,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8440282115245097
0.2,random,,reaction_role_concat,6144,ridge,test,rmse,14.846341107208362
0.2,random,,reaction_role_concat,6144,ridge,test,mae,11.943081688625043
0.2,random,,reaction_role_concat,6144,ridge,test,r2,0.7180529402479578
0.2,random,,reaction_role_concat,6144,ridge,test,spearman,0.8813552352293165
0.2,random,,reaction_role_concat,6144,random_forest,valid,rmse,10.324489655199251
0.2,random,,reaction_role_concat,6144,random_forest,valid,mae,7.516741345705865
0.2,random,,reaction_role_concat,6144,random_forest,valid,r2,0.8505190953100017
0.2,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9229848577142388
0.2,random,,reaction_role_concat,6144,random_forest,test,rmse,11.52915815305667
0.2,random,,reaction_role_concat,6144,random_forest,test,mae,8.18071184447468
0.2,random,,reaction_role_concat,6144,random_forest,test,r2,0.8299706501473912
0.2,random,,reaction_role_concat,6144,random_forest,test,spearman,0.9145637881909396
0.5,random,,reaction_role_concat,6144,ridge,valid,rmse,15.018678991799504
0.5,random,,reaction_role_concat,6144,ridge,valid,mae,12.233069158958484
0.5,random,,reaction_role_concat,6144,ridge,valid,r2,0.6836906713964885
0.5,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8524692316460586
0.5,random,,reaction_role_concat,6144,ridge,test,rmse,14.50168560906174
0.5,random,,reaction_role_concat,6144,ridge,test,mae,11.72120007338247
0.5,random,,reaction_role_concat,6144,ridge,test,r2,0.7309917050221906
0.5,random,,reaction_role_concat,6144,ridge,test,spearman,0.8809878702984486
0.5,random,,reaction_role_concat,6144,random_forest,valid,rmse,7.89159900188692
0.5,random,,reaction_role_concat,6144,random_forest,valid,mae,5.587870918604723
0.5,random,,reaction_role_concat,6144,random_forest,valid,r2,0.912666965786311
0.5,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.9521813801884822
0.5,random,,reaction_role_concat,6144,random_forest,test,rmse,8.4713413617939
0.5,random,,reaction_role_concat,6144,random_forest,test,mae,5.677790705318224
0.5,random,,reaction_role_concat,6144,random_forest,test,r2,0.9082020324867495
0.5,random,,reaction_role_concat,6144,random_forest,test,spearman,0.951179887615473
