train_fraction,split_method,group_column,feature_kind,n_features,model,split,metric,value
0.01,random,,reaction_morgan_sum,2048,ridge,valid,rmse,26.24470534291009
0.01,random,,reaction_morgan_sum,2048,ridge,valid,mae,20.79085151364532
0.01,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.034100518217068165
0.01,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.5037580401400377
0.01,random,,reaction_morgan_sum,2048,ridge,test,rmse,26.63855648040626
0.01,random,,reaction_morgan_sum,2048,ridge,test,mae,21.006564407110815
0.01,random,,reaction_morgan_sum,2048,ridge,test,r2,0.09228382385497791
0.01,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.5341354686005053
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,22.332118993482915
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,mae,17.4500090527112
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.30062774832701356
0.01,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.5971098011087225
0.01,random,,reaction_morgan_sum,2048,random_forest,test,rmse,23.986968705461457
0.01,random,,reaction_morgan_sum,2048,random_forest,test,mae,19.194935731951034
0.01,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.2639972487055243
0.01,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.5810416510544171
0.05,random,,reaction_morgan_sum,2048,ridge,valid,rmse,17.408628610571736
0.05,random,,reaction_morgan_sum,2048,ridge,valid,mae,13.897103778772717
0.05,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.5750110372197617
0.05,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.805042785120019
0.05,random,,reaction_morgan_sum,2048,ridge,test,rmse,16.961064747619268
0.05,random,,reaction_morgan_sum,2048,ridge,test,mae,13.538907350389042
0.05,random,,reaction_morgan_sum,2048,ridge,test,r2,0.6320109254592139
0.05,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8372159812762806
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,14.385880703777474
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,mae,10.64169216762615
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.7097839413216247
0.05,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.8545160794725729
0.05,random,,reaction_morgan_sum,2048,random_forest,test,rmse,15.760878588725214
0.05,random,,reaction_morgan_sum,2048,random_forest,test,mae,12.036029602138685
0.05,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.6822470817558173
0.05,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.8377302148801941
0.1,random,,reaction_morgan_sum,2048,ridge,valid,rmse,16.009641327285014
0.1,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.949517360970944
0.1,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6405721415345786
0.1,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8332538063004424
0.1,random,,reaction_morgan_sum,2048,ridge,test,rmse,15.13324018876446
0.1,random,,reaction_morgan_sum,2048,ridge,test,mae,12.061412282890142
0.1,random,,reaction_morgan_sum,2048,ridge,test,r2,0.7070506417918097
0.1,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8638687804689618
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,13.052851548754512
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,mae,9.6052130488278
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.7610762468642653
0.1,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.8791712343960417
0.1,random,,reaction_morgan_sum,2048,random_forest,test,rmse,13.87076591339823
0.1,random,,reaction_morgan_sum,2048,random_forest,test,mae,10.216907817494086
0.1,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.7538898156124896
0.1,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.8708662997465644
0.2,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.234783932000612
0.2,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.297038735317278
0.2,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6745223818894801
0.2,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8440397002769965
0.2,random,,reaction_morgan_sum,2048,ridge,test,rmse,14.846162281775973
0.2,random,,reaction_morgan_sum,2048,ridge,test,mae,11.94298080866686
0.2,random,,reaction_morgan_sum,2048,ridge,test,r2,0.7180597323593414
0.2,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8813552352293165
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,10.40243114956865
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,mae,7.497660090052628
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.8482536580091655
0.2,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.922795974834372
0.2,random,,reaction_morgan_sum,2048,random_forest,test,rmse,11.563350174139549
0.2,random,,reaction_morgan_sum,2048,random_forest,test,mae,8.1985887199851
0.2,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.8289606426857226
0.2,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.9142895689185033
0.5,random,,reaction_morgan_sum,2048,ridge,valid,rmse,15.018193365009399
0.5,random,,reaction_morgan_sum,2048,ridge,valid,mae,12.23287848203997
0.5,random,,reaction_morgan_sum,2048,ridge,valid,r2,0.6837111266975924
0.5,random,,reaction_morgan_sum,2048,ridge,valid,spearman,0.8525138235836767
0.5,random,,reaction_morgan_sum,2048,ridge,test,rmse,14.501823369526358
0.5,random,,reaction_morgan_sum,2048,ridge,test,mae,11.721610678341051
0.5,random,,reaction_morgan_sum,2048,ridge,test,r2,0.7309865940461671
0.5,random,,reaction_morgan_sum,2048,ridge,test,spearman,0.8809890297879727
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,rmse,7.949398269977526
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,mae,5.605974471409533
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,r2,0.9113830001845001
0.5,random,,reaction_morgan_sum,2048,random_forest,valid,spearman,0.9513837881514368
0.5,random,,reaction_morgan_sum,2048,random_forest,test,rmse,8.504839520484447
0.5,random,,reaction_morgan_sum,2048,random_forest,test,mae,5.683745112838318
0.5,random,,reaction_morgan_sum,2048,random_forest,test,r2,0.9074746051289894
0.5,random,,reaction_morgan_sum,2048,random_forest,test,spearman,0.9505384966604228
0.01,random,,reaction_role_concat,6144,ridge,valid,rmse,26.23049127837808
0.01,random,,reaction_role_concat,6144,ridge,valid,mae,20.78194559586199
0.01,random,,reaction_role_concat,6144,ridge,valid,r2,0.03514649221402433
0.01,random,,reaction_role_concat,6144,ridge,valid,spearman,0.5042562430762635
0.01,random,,reaction_role_concat,6144,ridge,test,rmse,26.632436364590806
0.01,random,,reaction_role_concat,6144,ridge,test,mae,21.0005533449126
0.01,random,,reaction_role_concat,6144,ridge,test,r2,0.09270086521913634
0.01,random,,reaction_role_concat,6144,ridge,test,spearman,0.5342106421713142
0.01,random,,reaction_role_concat,6144,random_forest,valid,rmse,22.113910899785115
0.01,random,,reaction_role_concat,6144,random_forest,valid,mae,17.219503957452652
0.01,random,,reaction_role_concat,6144,random_forest,valid,r2,0.31422816957281463
0.01,random,,reaction_role_concat,6144,random_forest,valid,spearman,0.605914761542097
0.01,random,,reaction_role_concat,6144,random_forest,test,rmse,23.814272922587943
0.01,random,,reaction_role_concat,6144,random_forest,test,mae,19.02167244643575
0.01,random,,reaction_role_concat,6144,random_forest,test,r2,0.2745569008202
0.01,random,,reaction_role_concat,6144,random_forest,test,spearman,0.5892817566052866
0.05,random,,reaction_role_concat,6144,ridge,valid,rmse,17.41049706361448
0.05,random,,reaction_role_concat,6144,ridge,valid,mae,13.89833232858513
0.05,random,,reaction_role_concat,6144,ridge,valid,r2,0.5749198049289327
0.05,random,,reaction_role_concat,6144,ridge,valid,spearman,0.8050671256973215
0.05,random,,reaction_role_concat,6144,ridge,test,rmse,16.963234284039675
0.05,random,,reaction_role_concat,6144,ridge,test,mae,13.540926421004714
0.05,random,,reaction_role_concat,6144,ridge,test,r2,0.6319167784499331
