fold_index,train_fraction,split_method,group_column,heldout_group_value,feature_kind,n_features,model,selection_metric,selection_value,lower_is_better,policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity
0,0.01,random,,,reaction_role_concat,6144,random_forest,rmse,21.3507927632854,True,condition_recombine_ensemble_filter__mult_1.5__sim_0.75__std_16__range_35__seed_3,condition_recombine_ensemble_filter,1.5,0.75,ensemble,3,31,40,2.2903225806451615,False,1.0,1.0,1.0,16.0,35.0,46,0.8695652173913043,5.315992463857978,13.389988376259804,0.8274941176176072
1,0.05,random,,,reaction_role_concat,6144,random_forest,rmse,14.061836610344779,True,condition_recombine_ensemble_filter__mult_1__sim_0.8__std_16__range_50__seed_4,condition_recombine_ensemble_filter,1.0,0.8,ensemble,4,158,139,1.879746835443038,False,1.0,1.0,1.0,16.0,50.0,158,0.879746835443038,4.371913412742921,10.787299245698845,0.8693342496165268
2,0.1,random,,,reaction_role_concat,6144,random_forest,rmse,12.94063081439729,True,condition_recombine_ensemble_filter__mult_1.5__sim_0.8__std_12__range_35__seed_0,condition_recombine_ensemble_filter,1.5,0.8,ensemble,0,316,446,2.411392405063291,False,1.0,1.0,1.0,12.0,35.0,474,0.9409282700421941,4.130359275763318,10.315372975922351,0.8803836556293505
